country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,0.831325754,1.046880798,1.080384598,1.210239758,1.173054292,1.259867808,1.297414181,1.063459158,1.039321096,1.124497889,0.934857902,0.945594645,1.050590891,1.167393573,1.146344168,1.246331404,1.436195766,1.500723882,1.682408732,1.704480381,2.056097724,2.460109759,2.537421114,2.848382317,3.100657785,3.046158112,3.188707068,3.202896917,2.975837668,2.831675508,3.045565592,2.721966143,3.222505252,3.010486445,3.233143667,3.093484984,3.145471265,3.129632954,3.105925693,3.065908366,3.212352382,3.258890191,3.378099909,3.427255194,3.692444815,3.935727966,3.77268279,3.800302888,3.549467779,3.526956355,3.364889204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.90192578,13.56867847,12.37400035,10.46826189,8.95329235,8.367557469,8.191950107,7.723099965,8.541838635,9.927393996,10.19563648,10.28152014,11.43539763,11.66185127,12.57252351,14.23442812,14.71810426,13.51341683,15.5185722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,0.299469841,0.287231639,0.304247172,0.320634141,0.307279035,0.259627715,0.273252444,0.266124845,0.268485397,0.288135398,0.274047238,0.316110365,0.320450511,0.312831997,0.380849092,0.368947343,0.329308797,0.348055155,0.353005383,0.321678644,0.38092175,0.386194254,0.267312682,0.255531131,0.22807796,0.191772908,0.204126334,0.244798323,0.218720242,0.22907115,0.248331245,0.199669077,0.221238732,0.245565772,0.246069429,0.275410576,0.330878737,0.285532198,0.337942083,0.33390066,0.333304526,0.292065065,0.241973384,0.199791151,0.219669222,0.240397827,0.261998311,0.2622454,0.266308378,0.312940918,0.306726998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,,0.216450216,0.316001149,0.5124335,0.498174868,0.290275762,0.281538737,0.545716128,0.793765334,0.257117479,0.501241712,0.653580208,0.560689138,0.786348982,0.694517521,0.680538657,0.665684949,0.433497537,0.422954917,0.481099656,0.535846943,0.522131245,0.445076414,0.371477298,0.361420052,0.351325455,0.284277393,0.331041124,0.321562208,0.313216304,0.306257395,0.30069844,0.296244429,0.29244819,0.288759385,0.284797017,0.467502221,0.367986819,0.406980329,0.355452151,0.39281038,0.300019482,0.462819527,0.454326995,0.486736432,0.677624618,0.744827193,0.540106408,0.569759251,0.411451267,0.626176173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,29.58716002,33.66819367,42.40172586,44.38899405,58.46688577,73.14326232,65.61283907,43.25159407,34.96993894,38.51365901,33.24693971,33.45344538,31.74464585,26.04403932,19.48512176,15.96800515,16.55133773,14.60533422,16.89554516,13.49870637,17.91841901,17.43931482,13.98116573,13.63853455,17.08795166,16.73705176,19.23791688,16.24274684,16.22746856,17.22156896,23.1396437,5.017058886,10.95763492,18.52548883,23.05311678,33.67301202,30.80178365,32.7110282,29.33636032,29.08509524,28.42971868,27.42718076,25.48471297,28.98802857,29.01534684,31.59889176,31.36899175,30.73308555,31.37388322,30.93467599,34.23316569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.181314098,4.708990799,4.474421549,3.868097591,3.854842227,3.42914606,3.335097928,2.841818831,2.616662446,2.894856677,2.829945171,3.036411086,3.075016166,3.112374548,3.306760631,3.474320749,3.341848663,3.017479002,3.381644657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,1.33590344,1.347440372,1.393954665,1.437948431,1.519757075,1.499007972,1.585643897,1.522923921,1.541152595,1.765382849,1.584637497,2.102759968,2.199219686,2.686592698,2.651043637,2.325736418,2.195812704,1.99191551,2.044618691,2.204223492,2.210781265,2.262163522,2.161540655,2.566504267,2.454909192,2.79179335,2.686095739,2.760697704,2.653873352,2.772521527,3.085431553,3.138293203,3.627098848,3.586785931,3.786650642,3.932458055,3.898596372,4.349220028,4.439235517,4.498333755,4.102347317,4.261656599,4.145788656,4.629661392,4.210477695,4.008304503,3.538292165,3.620668306,3.996721795,4.983253872,4.825751682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003481903,0.008617669,0.011942423,0.008443412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,0.147884446,0.141184474,0.216108543,0.296442001,0.393483779,0.441782826,0.473075148,0.460918756,0.647827615,0.908110927,1.008559559,1.030748331,0.990427619,0.94651226,1.070078333,0.895673085,0.865885085,0.839496188,0.833903287,1.045370811,1.06231214,0.975230748,0.291982664,0.334516053,0.321331797,0.326624641,0.328478928,0.346335607,0.373392589,0.309055925,0.227540057,0.136753445,0.141013352,0.158902835,0.156378528,0.159299198,0.156395889,0.15067359,0.152968086,0.150131153,0.153245133,0.170902602,0.167663413,0.175039365,0.202734097,0.232728229,0.229047855,0.195080501,0.157352183,0.137645926,0.200127421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,0.513712339,0.85408283,0.722622352,0.972215115,0.424952276,0.625797394,1.556662147,10.51977149,16.43551077,18.59253572,16.21313942,10.40644481,7.019160831,6.441788508,3.955450224,4.695593404,6.96471381,7.49633871,7.590780309,8.901812965,8.783001415,8.956824803,9.096752125,8.568455416,7.718690385,8.160421798,8.576423498,7.993004127,8.740165353,8.783049009,8.484719008,9.692623546,8.261030561,8.468538485,9.414835793,9.636980091,9.080206019,9.083210734,9.019684933,8.689751562,9.005473389,9.021358286,8.801144878,8.872426742,8.907861601,9.030495877,9.125391503,8.999478061,9.819522724,10.80503455,9.288532864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.001899397,4.761987722,4.752442067,4.464738404,4.364541609,4.287704177,4.562396098,3.885463859,3.485400688,3.712376421,3.815559256,3.746261426,3.883479116,4.096320923,4.206329703,4.479374782,4.498483391,3.764232726,4.079699259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,36.67811033,36.53905163,35.98220516,35.22538213,37.44741628,36.80990231,34.84523613,33.94321151,36.560351,39.15644175,40.52765854,38.53339561,38.90755131,40.31769249,40.51907152,32.99383026,32.77516178,30.12848263,32.59730076,33.31629316,30.27715076,25.8695682,24.29767949,22.71965331,24.42438335,24.99663682,24.44995074,23.34643992,23.8896039,25.60323208,26.23822327,27.50796058,27.03239862,27.22843294,25.359794,20.40626028,20.40994056,18.92986451,17.29787528,17.84589187,18.91887548,20.02234311,21.26074214,22.18861555,24.98994577,25.24659319,24.39005182,22.84565937,22.16807969,20.59399388,21.33749008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macao. China,0.299407019,0.397802001,0.526645306,0.563510654,0.649726524,0.637970866,0.693198813,0.726053438,0.711292542,0.687570999,0.818077385,0.895439691,0.908447381,0.884606917,1.068324898,1.196562602,1.028819135,1.263719356,1.708908182,1.704605452,2.144336596,2.122224821,1.855024472,2.510444849,2.132820046,2.475721054,2.834085784,3.011640533,2.870629187,2.956963788,2.874545813,2.957205324,2.872118399,3.084168196,3.274594758,3.11977632,3.496307715,3.648380165,3.750683739,3.612292164,3.786659627,3.831026011,3.393611467,3.343809491,3.673475465,3.816032739,3.307877208,2.776959345,2.298460385,2.450449772,1.895193529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia. FYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.571280736,5.317991733,5.357732041,5.520119678,5.949813923,5.36226198,6.336231675,5.857716472,6.004373786,5.950836816,5.406835439,5.576434583,5.504403342,5.533887867,5.353489721,5.555712897,5.771917892,5.546077367,5.276066137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,0.078309937,0.068045145,0.07395567,0.084204771,0.086072584,0.096687449,0.098026011,0.139150369,0.146861562,0.133347776,0.148370475,0.152649071,0.18626863,0.151312934,0.162790771,0.225803532,0.128813697,0.106767469,0.12496095,0.13384032,0.187401566,0.116219288,0.111705217,0.071439731,0.100802393,0.110548331,0.117061511,0.128372035,0.124751671,0.088372264,0.087436054,0.092449824,0.087267147,0.086739338,0.10341933,0.099980499,0.104203029,0.121683162,0.120437353,0.129262541,0.12194959,0.109909213,0.075626971,0.101014407,0.104140784,0.097376153,0.091334014,0.095625006,0.099422148,0.090554549,0.0971815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,0.085099514,0.087638038,0.105285142,0.08775335,0.090648432,0.086574013,0.100339566,0.10761467,0.113486716,0.115109651,0.107168877,0.109269808,0.106366015,0.112518097,0.11442832,0.105366664,0.11399759,0.094396867,0.090447758,0.08539466,0.079991718,0.076680466,0.072270733,0.067213396,0.062979196,0.062385662,0.065274532,0.068866959,0.067790929,0.071284416,0.073542223,0.073827869,0.070634618,0.073552748,0.078085102,0.091311952,0.080656011,0.07855323,0.074677516,0.078798216,0.078196861,0.071488434,0.072247788,0.070152696,0.082469881,0.073372482,0.083172039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,1.33836229,1.491196388,1.562820331,1.491274444,1.583792299,1.579204925,1.896146534,1.753711395,1.761429913,2.01992615,2.023844276,2.173818137,2.102095453,2.543849041,2.262858242,2.29869511,2.46491472,2.440383724,2.483730635,2.817177082,3.107750445,3.666122971,3.920589057,4.655251459,4.652326572,5.845379597,5.900255636,5.73007701,5.114866135,4.719524749,5.406455633,5.704422921,5.511518925,6.394672388,6.538271649,6.79521184,6.418045513,7.588934077,7.752233946,7.294004038,7.632977838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,0.030732781,0.029745969,0.0287602,0.027830065,0.053963231,0.07865514,0.102063776,0.149028268,0.193145105,0.280923985,0.29436406,0.284224167,0.295255022,0.325495548,0.353470437,0.417367309,0.403539138,0.461613452,0.585105468,0.701677647,0.76351999,1.091665372,0.910470835,0.904397014,1.105696549,1.256103323,1.415690484,1.264525942,1.733680814,1.825040136,2.072301358,2.442140865,2.084895842,2.671358727,2.37208147,2.963517123,3.019930443,3.277725768,3.422735044,3.401026745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,0.023056943,0.022079434,0.025891243,0.032290272,0.031871177,0.03537459,0.033593507,0.03884597,0.033879245,0.027178054,0.0334216,0.037034455,0.039312321,0.042054479,0.046939161,0.051633348,0.050700469,0.060499548,0.056778728,0.06036941,0.05414782,0.053551651,0.048550087,0.05419849,0.055466776,0.050813357,0.046852511,0.04351012,0.045949997,0.049099431,0.048619057,0.049239985,0.048882097,0.048820425,0.048304981,0.047771679,0.048318498,0.050555997,0.048487613,0.049135234,0.048043479,0.046936668,0.046131635,0.043537599,0.044210382,0.043131879,0.041811363,0.041319605,0.041078867,0.041069149,0.040555698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1.089787635,0.941003366,1.063661768,1.330572827,1.623692011,1.546504671,1.358741694,1.710642893,2.098359793,2.148187645,2.185939938,2.175790702,2.770052641,2.660132853,2.447796599,2.181555072,2.469871454,2.568605436,2.948317725,2.813284668,3.131226872,3.451959228,3.906211253,2.92840672,3.95426504,3.43420167,4.205976735,5.200858151,5.587693196,5.966451537,5.926143599,5.587038358,5.438492312,7.032445145,6.36119039,5.501289958,5.773951882,6.443609477,5.452063778,5.935833972,5.194336806,6.218949033,5.715436402,6.37701639,6.321481987,6.593451341,6.261494001,6.602715733,6.182771022,6.013679495,6.215062283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008007669,1.059096192,1.11405943,1.245670131,1.305250667,1.29391468,1.284321547,1.276669826,1.341549522,1.267281106,1.476651644,1.547383834,1.619739049,1.622044417,1.693349754,1.620641723,1.755730064,1.88618134,1.872163389,1.92274078,1.899897603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,0.598395213,0.596835732,0.583694049,0.693745996,0.765134225,0.788687419,0.859830696,0.93123299,0.957565545,1.019056354,1.114998418,1.637515626,2.392874641,2.890548748,3.167573136,2.745463289,2.594310612,2.613079672,2.237856892,2.183926749,2.393840382,2.404848337,2.73107399,3.078940844,4.395334853,3.551000883,3.979319917,4.711776573,4.908522981,4.271668777,5.754402758,5.106171339,5.642513777,5.535832481,5.567968127,5.543999921,5.463659282,5.43746428,5.49571373,5.4768457,5.528321945,5.469774536,5.330862434,5.802898226,6.086200367,6.275820639,5.960163168,5.393487758,5.316067699,5.649032913,5.619980254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,0.042926813,0.054253657,0.068970121,0.094653782,0.122686257,0.163994472,0.177553777,0.190239741,0.219194802,0.249669302,0.378460732,0.342507918,0.372324163,0.379338346,0.379861084,0.388426368,0.382632199,0.400595814,0.40700751,0.410281589,0.415509028,0.424843463,0.549696754,0.565358461,0.508828647,0.375511322,0.208316739,1.782260433,1.707068401,1.466364713,1.335806839,1.341165087,1.397014283,1.367207089,1.401869369,1.302180476,1.272155627,1.236647764,0.445234191,0.466947406,0.467569744,0.496011506,0.511962923,0.511449849,0.550397152,0.549894894,0.535363775,0.595765768,0.613103977,0.654601007,0.640119068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,0.272490171,0.275645334,0.362600288,0.291515097,0.418758192,0.404126249,0.357387923,0.635379331,0.798169465,0.703343834,0.603083304,0.471367967,0.808146176,0.783496597,0.788512522,0.661443837,0.68333655,0.696163758,0.673314401,0.694056667,0.612364366,0.556095255,0.509145703,0.599780292,0.623465574,0.697586541,0.781588156,0.903731564,0.82249932,1.003980623,1.380777464,1.417811942,1.569111462,1.605075947,1.447660808,1.609066823,1.695571348,1.719162047,1.8716873,2.083350922,2.314607725,2.455006942,2.441571419,2.550271807,2.563816445,2.713365193,2.981538147,3.046812736,3.078762897,2.992133584,3.169454596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,1.642701465,1.64548578,1.557450008,1.570021317,1.704475812,1.675782427,1.750451933,1.893829951,1.920166576,2.030523486,2.199080936,2.363829973,2.40458325,2.541404515,2.649821411,2.730733464,2.97117254,3.026048894,3.400916548,3.58664437,3.902927318,4.045940417,4.245928952,3.802303317,3.717522616,3.786995954,3.788630408,3.87265278,3.790136784,4.37716836,3.729095063,3.797725471,3.752618578,3.70671568,3.836662183,3.554776503,3.630828617,3.754669076,3.849167281,3.875742211,3.816378713,3.89584638,3.811742861,3.903615383,3.904951024,4.0851864,4.096585267,4.173230094,4.261171866,3.98271221,3.911318575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia. Fed. Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.713313015,0.749655375,1.094149718,1.266693432,1.640413832,1.361453537,1.353950304,1.346479873,1.072330522,0.935127077,0.899247902,0.897007258,0.894502873,0.924391942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.788783579,3.572479608,2.772031852,2.579237492,2.674446255,1.663086065,1.485327945,1.080527884,0.855342702,0.919343017,1.004246779,1.10101378,1.189684386,1.299485303,1.344294059,1.276303676,1.313321187,1.261962857,1.358752567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
